input_question,input_answer,output,GPT4_output,GPT4_explanation,input_question_Ko,input_answer_Ko,output__Ko_GPT4,Ko_GPT4_explanation
"Opening doors, offering to pay the tab, helping with a coat or a light of the smoke: we may describe these acts of a man to be gentlemanly. In a word, how may we describe these acts of any person?","I'd go with courteous, the etymology of which also hints at a closer fit to gentlemanly than, say, decorous, polite, or respectful.",yes,Yes,"""Courteous""는 예의바르고 공손한 행동을 뜻하는 단어로, 이 경우에 맞게 사용되었습니다 따라서 위에 제공된 정보는 올바릅니다","문 열어주기, 계산서 내겠다고 하기, 코트 들어주기 또는 담배 불 붙여주기 등의 행동을 우리는 신사적이라고 말할 수 있습니다. 이러한 행동들을 한 단어로 어떻게 표현할 수 있을까요?","저라면 `예의 바른`이라는 단어를 선택하겠습니다. 이 단어의 어원은 `신사적인`과 더 밀접한 관련이 있는 것으로 보입니다. 예를 들어, `품위 있는`, `공손한`, `존경스러운`보다 더 적절한 표현입니다.",Yes,예의 바른'은 위에 언급한 행동들을 총칭하는 더 좋은 단어이며 실제로 이러한 행동들을 보여주는 사람들을 가리킬 때 자주 사용됩니다
"I often read the expression ""would of"" used instead of ""would have"". Each time I read it I get annoyed so I googled it and found out -as I expected- that it is an incorrect way to say ""would have"". Now, there are a lot of brilliant slang words/expressions, so my question is, why do people use this one? It's so annoying to read, stupid and clearly wrong, it is pointless, why did they come up with this expression? Edit: I don't think my question is a duplicate as I didn't ask how can somebody use it (since I know it's incorrect and I know that I can use it with commas giving it a different meaning) but I asked why and how people came up with this expression.","Great question. I also get annoyed when I see this phrase, especially from people who should know better. At one of my old jobs year ago, I worked with an account manager who actually used that phrase in an e-mail, saying something like ""I should of known better"". Yes, an account manager ""should of"" had a better education to know proper grammar... or at least know that's not a phrase used by professionals. Even though the phrase might be pronounced and heard as ""should of"" (or ""would of"" or ""could of""), there's no such phrase in written English. No school that I've heard of teaches this phrase and basic rules of grammar ""abbreviate the word have as 've"". And writing ""should of"" takes just as many characters to write as ""should've"", so it's not like it's text-speak. In my opinion, it's people being stupid, ignorant, or trying to be funny/ hip/ trendy by using the wrong phrase. Then other people see it and want to be in on the joke, so they use it also.",no,Yes,"이 설명은 ""would of"" 대신 ""would have""를 사용하는 이유에 대해 적정한 해석과 판단을 제공합니다 그리고 원래의 질문에 대한 적절한 답변으로, 이 표현이 오류라는 것을 분명히 한다 그래서 이 리뷰는 사실에 입각하고 있다","저는 종종 ""would have"" 대신 ""would of""라는 표현을 읽는데, 그때마다 짜증이 나서 구글링을 해보니 예상대로 잘못된 표현이라는 것을 알게 되었습니다. 슬랭어나 표현에는 멋진 것들이 많기 때문에 제 질문은 왜 사람들이 이 표현을 사용하느냐는 것입니다. 읽기에도 짜증나고 멍청하며 분명히 틀렸는데도 불구하고 이런 표현을 만들어 낸 이유가 무엇일까요? 편집: 중복되는 질문이라고 생각하지 않습니다. 왜냐하면 누군가가 어떻게 그것을 사용할 수 있는지(그것이 잘못되었고 쉼표를 사용하여 다른 의미로 사용할 수 있다는 것을 알고 있기 때문에) 묻지 않고 왜 그런 표현을 만들어 냈는지 물었기 때문입니다.","좋은 질문입니다. 저도 이 문구를 볼 때마다 특히 더 잘 알아야 할 사람들에게서 짜증이 납니다. 몇 년 전 예전 직장에서 한 회계 책임자가 이메일에 ""더 잘 알았어야 했는데""라는 말을 하면서 실제로 그 구절을 사용했던 적이 있습니다. 네, 회계 책임자라면 올바른 문법을 알기 위해 더 나은 교육을 받았거나 적어도 프로들이 사용하는 표현이 아니라는 것 정도는 알아야 하는데 말이죠. 비록 발음이나 들리는 대로 ""should of""(또는 ""would of"" 또는 ""could of"")라고 말할 수 있지만, 서면 영어에서는 그런 표현이 없습니다. 제가 들어본 학교 중에서도 이런 표현을 가르치는 곳은 없으며, 기본적인 문법 규칙인 ""have를 `ve로 축약한다""는 것도 가르치지 않습니다. 그리고 ""should of""를 쓰는 데는 ""should`ve""와 같은 글자 수가 들기 때문에 텍스트 채팅처럼 문자 수를 줄이는 것도 아닙니다. 제 생각에는 사람들이 어리석거나 무지하거나 혹은 재미있고 힙하고 트렌디하게 보이기 위해 잘못된 표현을 사용하는 것 같습니다. 그러면 다른 사람들은 그것을 보고 농담에 끼고 싶어서 또 사용하게 됩니다.",Yes,"B의 설명은 'would of'와 같은 표현이 잘못되었지만, 발음상으로는 적절하게 들릴 수 있다는 사실을 지적하면서 그 표현이 사용되는 이유에 대해 의견을 제시하고 있습니다"
"I believe there is a term for a person who uses 'expert sounding' terminology and exudes confidence, even when their actual abilities are significantly short of their 'presentation'. Using 'wine' a subject.... if a person described a taste as: Magnificent bouquet, the esters resonate with hints of mulberry and asparagus. This must be an oak-matured red from Bordeaux. Perhaps.... 2003 vintage, that was a year when unusual rainfall produced an outstanding crop that had the same rich tannins. A person describing the wine like that has apparent confidence, apparent technical expertise, and so on. Yet, if he was a fraud, and knew nothing about wines, and the ""wine"" was really vinegar.... what would you call that person? Additionally, this would not be a one-off thing. This would be a person who consistently ""bamboozles"" people, and only when you dig below the posturing, or put them in the company of a 'real' expert, do you see the reality. A fraud, a cheat, an imposter. Those would be true, but I'm sure there's a word which also covers the confidence, charisma, and presentation style too. I just can't think of it.","We can call this person a poseur or poser. The Wikipedia page provides a fairly good explanation of the term, its use, and its etymology. Pronouncing it as ""poser"" sounds hip in a surferish subculture way, while pronouncing it as ""poseur"" (Frenching it up, so to speak) can sound, ironically enough, affected. But appropriate when someone's showing false pedantry (not a single word, but a useful and relevant phrase), especially about French wine.",no,Yes,"poser' 또는 'poseur'는 가식을 부리거나 진짜 척 하는 사람을 의미하는 단어로, 설명과 일치합니다","실제 능력은 상당히 부족하지만 그럴듯하게 들리는 전문 용어를 사용하며 자신감을 발산하는 사람을 가리키는 용어가 있다고 생각합니다. 주제를 와인으로 예를 들어보면, 한 사람이 맛을 이렇게 묘사한다고 가정해 봅시다: 화려한 부케, 에스테르가 멀베리와 아스파라거스 힌트와 어우러져 공명합니다. 분명 보르도산 오크 숙성 레드 와인일 겁니다. 아마도... 2003년 빈티지일 것 같은데, 그해에는 이례적인 강우량으로 풍부한 타닌을 가진 뛰어난 농작물이 생산되었던 해죠. 이런 식으로 와인을 묘사하는 사람은 분명히 자신감 있고 기술적 지식이 있는 것처럼 보입니다. 하지만 이 사람이 사기꾼이고 와인에 대해 아무것도 모르며 그 ""와인""이 실제로 식초였다면 어떨까요? 게다가 일회성 사건이 아닙니다. 이 사람은 지속적으로 사람들을 속이며, 포징 아래를 파헤치거나 `진짜` 전문가와 함께 있을 때만 현실을 직시하게 됩니다. 사기꾼, 거짓말쟁이, 사칭자 등이 맞는 말이지만, 자신감, 카리스마, 프레젠테이션 스타일까지 아우르는 단어도 분명히 있을 텐데 떠오르지 않습니다.","이러한 사람을 우리는 포셔(poser)라고 부를 수 있습니다. 위키피디아 페이지에서는 이 용어의 어원과 용도에 대한 설명이 비교적 잘 나와 있습니다. ""포저""라고 발음하면 서퍼 문화 하위 문화 방식으로 힙하게 들리고, ""포셔""(프랑스식으로 말하자면)라고 발음하면 아이러니하게도 오히려 어색하게 들릴 수 있습니다. 그러나 누군가가 거짓된 현학성을 보일 때(단 하나의 단어가 아니라 유용하고 관련성이 높은 문구), 특히 프랑스 와인에 대해서라면 적절한 표현입니다.",Yes,"포셔'는 사전적으로 가식적인 사람을 가리키며, 특히 자신이 가짜임을 숨기기 위해 자신이 속한 그룹의 행동, 언어, 스타일 등을 따라 하는 사람을 의미합니다"
"What do you call someone who knows all the gossip and stories about people in his neighborhood or surroundings, someone who's always informed. It doesn't have to be expressed in a word. Could be a sentence (e.g. she knows the ins and outs), but I'm looking for a better way to express it.","I recall hearing (NPR) about American words borrowed from the native language of slaves such as from African is the word hepacat (I think that I have spelled it correctly) ""someone who is knowledgable about what is going on"" from which is derived hepcat which leads to hipcat finally hip.",no,No,"Hepcat'이나 'Hipcat'은 특정 지역이나 주변의 사람들에 대한 모든 소문과 이야기를 아는 사람을 지칭하는 말로 일반적으로 사용되지 않으며, 또한 그런 의미로 널리 알려져 있지 않습니다 보다 적절한 표현은 'A busybody' 또는 'A nosy parker' 등이 있습니다 이들은 쉽게 말해 다른 사람들의 일에 지나치게 관여하려는 사람들을 가리킵니다","동네나 주변 사람들에 대한 소문이나 이야기를 모두 알고 있는 사람, 항상 소식통인 사람을 뭐라고 할까요? 한 단어로 표현할 필요는 없습니다. 예를 들어(예: 그녀는 안팎을 다 알고 있다)와 같은 문장으로도 표현할 수 있지만, 이를 더 잘 표현할 수 있는 방법을 찾고 있습니다.","아프리카에서 노예들이 사용하던 토착 언어에서 유래된 미국 단어 중 NPR에서 들은 적이 있는데hepacat(아마도 맞게 발음했을 것입니다)이라는 단어가 있습니다. 이 용어는 ""무슨 일이 일어나고 있는지에 대해 아는 사람""을 의미하며, 여기에서hepcat이 파생되고 최종적으로hip이라고 합니다.",No,"""동네나 주변 사람들에 대한 소문이나 이야기를 모두 알고 있는 사람, 항상 소식통인 사람""을 표현하려면 'hepcat'이나 'hip' 이라는 단어보다는 'gossipmonger', 'news hound' 등이 더 적절합니다"
"Possible Duplicate: Is it correct to use ""punctuation outside of the quotations"", or ""inside?"" I've heard that you should always place ending punctuation inside of quotes, no matter what. Are there any cases where it is appropriate for a sentence to end with "".?","Punctuation inside quotes is a rule that was invented by American publishers and is not necessarily followed elsewhere. The original reason had to do with typesetting mechanics and is obsolete. Also, if you're preparing technical texts such as about computer programming, this can result in technically incorrect material. In practice, you are at the mercy of whoever is editing or grading your material. But to answer your question, it can certainly be ""acceptable"" in many parts.",yes,Yes,"이 설명은 따옴표 내부의 구두점 규칙이 미국 출판업계에서 시작되었으며, 기술적 텍스트(예: 컴퓨터 프로그래밍 관련)를 준비하는 경우 technically incorrect material을 가져올 수 있다는 것을 설명하고 있습니다 따라서 사람들이 종종 이 규칙을 따르지 않는 많은 경우가 ""acceptable""할 수 있다는 것에 대한 설명은 충분히 합리적입니다 그러나, 최종적으로는 자신의 글을 편집하거나 채점하는 사람의 판단에 따를 수밖에 없다는 것을 명시하고 있습니다",중복 가능성: 따옴표 밖이나 안에 구두점을 찍는 것이 맞나요? 구두점은 항상 따옴표 안에 찍어야 한다는 말을 들었습니다. 예외가 있나요?,"따옴표 안의 구두점은 미국 출판사들이 만들어낸 규칙으로 다른 곳에서는 반드시 따르지 않을 수도 있습니다. 원래 이유는 조판 기계와 관련이 있었으며 현재는 구식입니다. 또한 컴퓨터 프로그래밍과 같은 기술 문서를 작성할 경우 이는 기술적으로 잘못된 자료가 될 수 있습니다. 실제로, 당신은 당신의 자료를 편집하거나 채점하는 사람의 판단에 따라 달라집니다. 하지만 질문에 대한 답변으로는 많은 부분에서 ""허용될"" 수 있습니다.",Yes,"구두점이 따옴표 안에 들어가는 경우와 아닌 경우 사이에는 경향성이 있지만, 항상 따르지 않을 수도 있다는 점을 명확하게 설명하였습니다"
"Is penultimate commonly used in English, or are its variations (such as second to last) more common? I need to use it in conjunction with the expressions First Payment Date and Last Payment Date to name variables while programming. In my mother language (Portuguese) Penultimate Payment Date would be fine, but it feels strange in English. (I know feels strange is not very helpful, but I'd like to know how to convey the meaning in the most natural way.)","Penultimate is a regular word in the normal register in Portuguese or Spanish: penultimo. In English, however, it becomes a much more educated word belonging to a much more learned, or elevated, register. Therefore to translate to English and keep to the same register, you must select the more pedestrian next-to-last. (Then again, if we were linguists talking about syllable stress, we would not be afraid to use this word. It just isn't a blue-collar world; it's a professional one.) It's like asking whether you can translate PT/ES cotidiano to EN quotidian. Yes, you can, but you shouldn't, because you've crossed register boundaries, which means it doesn't sound equivalent even thought it means the same thing. Not always, but in general, when you find a word in English that's a close cognate with something from Romance, the register has switched, and you should look for a more Anglo-Saxon word if you want to keep to the same style. Because of the Norman occupation, Modern English often has pairs of words in different and contrasting registers, where a more purely Romance or purely Germanic language than English now is would have only one. This gives English more flexibility and nuance by having recourse to a pair of terms instead of having one alone. But it is a perilous thing for non-native speakers, who must keep an eye out for a probably shift in register. Does that make sense?.",no,Yes,"Penultimate'와 'second to last'는 같은 의미를 지니지만, 사용하는 문맥에 따라 레지스터(표현의 수준)가 달라진다는 설명이 맞습니다 'Penultimate'는 더 격식있는 말투에 사용되며, 'second to last'는 더 일반적인 말투에 사용됩니다 이러한 레지스터 전환에 대한 해설은 언어 전환 시 주의해야 하는 문제에 대해 올바르게 지적하고 있습니다 따라서 이 설명은 올바르다고 할 수 있습니다",일반적으로 영어에서 penultimate이라는 단어가 자주 사용되나요 아니면 그 변형어(second to last와 같은)가 더 자주 사용되나요? 프로그래밍 시 변수 이름을 지정하기 위해 First Payment Date 및 Last Payment Date와 함께 사용해야 합니다. 모국어인 포르투갈어에서는 Penultimate Payment Date라고 해도 문제가 없지만 영어에서는 어색하게 느껴집니다. (이상하다는 느낌이 도움이 되지 않는다는 것은 알고 있지만 가장 자연스러운 방법으로 의미를 전달하고 싶습니다.),"penultimate은 포르투갈어나 스페인어에서는 일상적인 단어입니다: penultimo. 그러나 영어에서는 훨씬 더 교육받은 사람들이 사용하는 고급 어휘로 간주됩니다. 따라서 영어로 번역하고 동일한 수준의 용어를 사용하려면 보다 평범한 next-to-last를 선택해야 합니다. (다시 말하지만, 음절 강세에 대해 이야기한다면 이 단어를 두려워하지 않을 것입니다. 그저 노동자 계층의 세계가 아니라 전문가들의 세계이기 때문입니다.) 마치 포르투갈어/스페인어 cotidiano를 영어 quotidian으로 번역할 수 있는지 묻는 것과 같습니다. 네, 가능하지만 그렇게 해서는 안 됩니다. 레지스터 경계를 넘었기 때문에 의미는 같지만 동등하게 들리지 않기 때문입니다. 항상 그렇지는 않지만 일반적으로 영어에서 라틴어 계열의 단어와 유사한 단어를 발견하면 레지스터가 변경되었을 수 있으므로 동일한 스타일을 유지하려면 더 앵글로색슨계 단어를 찾아야 합니다. 노르만 점령으로 인해 현대 영어에는 현재 영어보다 더 순수한 로마어 또는 독일어 언어라면 하나만 있을 단어 쌍이 있는 경우가 많습니다. 이로 인해 영어는 한 단어 대신 두 개의 용어를 활용함으로써 더 많은 유연성과 뉘앙스를 갖게 되었습니다. 그러나 레지스터 변화를 감지해야 하는 비원어민에게는 위험한 일입니다. 이해가 되시나요?",Yes,"Penultimate'는 영어에서 이보다 낮은 레지스터의, 즉 좀 더 캐주얼한 상황에서는 보통 'next-to-last'로 대체해 사용됩니다"
"I'm trying to describe a situation in which a person prepares for an event, then realises the event won't happen, and so they undo their preparations, returning to a state of unpreparedness. Whenever I search for the opposite of ""prepare"", I get words that describe a failure to prepare in the first place, or at best words that describe what happens to the preparations, not words that describe what happens to the person. Is there a word that captures what happens to the person as they return to a state of unpreparedness?","There were several answers way, way off-base. Disengage was not bad but does not carry the same implications. Pigeonhole, defer, put off, undo also work. Undo everything is two words. Undo would do. (grin).",no,No,"""Disengage"", ""pigeonhole"", ""defer"", ""put off"", ""undo"" 등의 단어들이 준비의 반대를 설명하는 표현으로 완전히 적합하다고 하지는 않으며, 사용자의 질문에 완전히 부합하는 명확한 답변이 아닙니다","어떤 상황을 설명하려고 하는데, 그 사람이 이벤트를 준비하다가 이벤트가 열리지 않는다는 것을 깨닫고 준비했던 것을 되돌려서 준비되지 않은 상태로 돌아가는 상황입니다. ""prepare""의 반의어를 검색할 때마다 처음부터 준비하지 않았다는 의미의 단어들이 나오거나 기껏해야 준비물에 무슨 일이 일어났는지를 설명하는 단어들만 나옵니다. 준비되지 않은 상태로 돌아갈 때 그 사람에게 일어나는 일을 포착하는 단어가 있을까요?","완전히 잘못된 답변이 여러 개 있었습니다. disengage는 나쁘지 않았지만 같은 의미를 전달하지는 않습니다. pigeonhole, defer, put off, undo도 작동합니다. undo everything은 두 단어입니다. undo면 충분합니다. (웃음)",Yes,"맥락을 고려하면 표현 하려는 내용에 대해 설명하기 위해서는 'undo'라는 단어가 가장 적합하며, 이 단어는 준비했던 것을 되돌리는 의미를 가지고 있다는 것을 올바르게 지적하였습니다"
"Most grammar checkers are capable of detecting the the misuse of ""your"" and ""you're""; providing the necessary correction. I'm curious though, is there any sentence that can be constructed where replacing ""your"" with ""you're"" keeps the sentence grammatically correct, but changes the meaning? If this is not possible, what grammar rules are in place that prevents these edge cases from occurring?","Grammar is the difference between: knowing your shit and knowing you're shit Both are correct, but obviously have very different meanings.",no,Yes,두 문장 모두 문법적으로 올바르지만 매우 다른 의미를 가지고 있다는 점을 정확하게 설명하고 있습니다,"대부분의 문법 검사기는 `your`와 `you`re`의 오용을 감지하고 필요한 수정 사항을 제공할 수 있습니다. 하지만 `your`를 `you`re`로 대체해도 문장이 여전히 문법적으로 올바르면서 의미가 달라지는 문장이 있는지 궁금합니다. 만약 그런 문장이 불가능하다면, 이러한 예외 상황이 발생하지 않도록 어떤 문법 규칙이 마련되어 있나요?",문법은 당신의 똥을 아는 것과 당신이 똥이라는 것을 아는 것의 차이입니다. 둘 다 맞지만 분명히 매우 다른 의미를 가집니다.,Yes,"Your'와 'you're'는 완전히 다른 개념을 나타내기 때문에, 두 단어를 바꿔 사용했을 때 의미가 변하는 문장은 존재할 수 있습니다"
"These two seem very similar. What are the major differences between the two? For example, in the following sentence, Substitute the lesser punishment for the greater one. Can one use ""less"" instead of ""lesser"" here?","Consider: less of the two - a smaller amount of both things under consideration: ""I would prefer to see less of the two in the future."" lesser of the two - the thing that is smaller in quantity, amount, stature, etc. than the other: ""I'll take the lesser of the two and you can have the other one."" One way to look at it, then, is that less refers to an amount of something that need not be compared to anything else, whereas lesser refers to the thing itself in comparison to something else (which need not be explicitly named).",no,Yes,"Less'와 'lesser'는 비교의 정도나 관점에 따라 다르게 사용되며, 위의 설명은 그 차이를 명확히 설명하고 있습니다 이 경우 'lesser'가 ""the thing itself in comparison to something else""를 의미하므로 제안된 문장에서 'less' 대신 'lesser'를 사용하는 것이 맞습니다","이 두 단어는 매우 유사해 보입니다. 두 단어의 주요 차이점은 무엇인가요? 예를 들어, 다음 문장에서 더 큰 벌을 더 작은 벌로 대체하세요. 여기서 ""less"" 대신 ""lesser""를 사용할 수 있나요?","둘 중 덜한 것-고려 중인 두 가지 사항 중 양이 적은 것: ""앞으로는 둘 중 덜한 것을 보고 싶습니다."" 둘 중 더 작은 것-양, 수량, 위상 등에서 다른 것보다 작은 것: ""둘 중 더 작은 걸 제가 가지고 다른 하나는 당신이 가지세요."" 이렇게 보면, less는 다른 어떤 것과도 비교할 필요가 없는 양을 나타내는 반면, lesser는 다른 무언가와 비교하여 그 자체를 의미합니다(명시적으로 언급될 필요는 없습니다).",Yes,"""Less""는 다른 것과 비교하지 않고 양을 나타내는 데 사용되고, ""lesser""는 다른 것과 비교했을 때 상대적으로 작거나 덜한 것을 나타내는 데 사용됩니다"
"What is the idiom for a situation that ""If people-in-authority don't follow their own set rules, then what can one expect from rest of us"" in similar examples given below in different settings: When HR themselves are tardy, undisciplined then what can you expect from the employees (punctuality and discipline)? When traffic police themselves are offending (driving without belts, smoking while driving) what can you expect from the vehicle driving community in the city? When parents themselves are undisciplined (smoking in front of children), what can you expect from the children themselves? When the management is insincere, what can you expect from their staff?","While not an exact fit (because it doesn't necessarily involve figures of authority), what about the following: If they don't practice what they preach why should we? from def: To do the things that you advise other people to do: He's such a hypocrite! He never practises what he preaches. (Cambridge) Also, while not an idiom, hypocrite fits as well.",yes,Yes,"""Practice what you preach"" idiom 정확하게 권위 있는 사람들에 대한 상황을 의미하지는 않지만, 지도자나 권위자가 자신들이 제시한 기준을 지키지 않는 경우, 나머지 사람들에게 어떤 기대를 할 수 있겠느냐는 상황을 잘 설명해줍니다","아래 다양한 상황에서 ""권위 있는 사람들이 자신이 정한 규칙을 따르지 않는다면 우리 같은 사람들에게 무엇을 기대할 수 있을까요?""와 비슷한 의미를 가진 관용어는 무엇인가요? 인사팀 직원들이 지각하거나 규율을 지키지 않을 때 직원들에게 시간 엄수와 규율을 기대할 수 있을까요? 교통경찰관들이 법을 위반할 때(안전벨트 미착용, 운전 중 흡연 등) 도시의 차량 운전자 커뮤니티에 무엇을 기대할 수 있을까요? 부모님 스스로가 규율을 지키지 않을 때(자녀 앞에서 흡연하기) 자녀들에게 무엇을 기대할 수 있을까요? 경영진이 성실하지 않다면 직원들에게 무엇을 기대할 수 있을까요?","정확하게 들어맞지는 않지만(반드시 권위 있는 인물이 등장하는 것은 아니므로), 다음과 같은 표현은 어떨까요? ""그들이 설교하는 대로 실천하지 않는다면 우리가 왜 그래야 할까요?"" 정의: 다른 사람들에게 조언하는 일을 말합니다: 그는 정말 위선자야! 그는 절대 자기가 말한 대로 행동하지 않아.(케임브리지) 또한, 관용어는 아니지만 위선자라는 단어도 잘 어울립니다.",Yes,"상황의 전후 맥락을 고려하였을 때, ""그들이 설교하는 대로 실천하지 않는다면 우리가 왜 그래야 할까요?"" 또는 ""위선자"" 등의 표현이 같은 뜻을 갖는 관용어로 적절하게 사용되었습니다"
"Is there a noun or adjective for the following or similar: a pleading before a judge for clemency a prayer before God begging for mercy Is there a better word than ""begging"", ""pleading"", ""petitioning"", etc.?","Judge or God, clemency or mercy.. Supplication, a noun, can logically be applied to any situation in which you plead to someone in power for help or a favor. Supplication: comes from the Latin verb supplicare, which means ""to plead humbly."" (etymonline.com) Supplication (also known as petitioning) is a form of prayer, wherein one party humbly or earnestly asks another party to provide something, either for the party who is doing the supplicating (e.g., ""Please spare my life."") or on behalf of someone else (e.g., ""Please spare my child's life.""). (wiki).",yes,Yes,"""Supplication""이란 단어가 지정된 상황에서 '누군가에게 겸손하게 부탁하거나 청하는 행위'를 의미하기 때문에 ""begging"", ""pleading"", ""petitioning"" 등의 단어를 대체할 수 있는 적절한 단어입니다","판사에게 자비를 구하는 탄원이나 신에게 자비를 구하는 기도와 비슷한 의미를 가진 명사나 형용사가 있나요? ""begging"", ""pleading"", ""petitioning"" 등보다 더 나은 단어가 있을까요?","판사 또는 신의 자비로움이라고 할 수 있습니다. 명사인 `supplication`은 권력 있는 사람에게 도움이나 호의를 간청하는 모든 상황에 논리적으로 적용할 수 있습니다. 이 단어는 라틴어 동사 supplicare에서 유래했으며, ""겸손하게 간청하다""라는 뜻입니다(**********.***). 또한 청원으로도 알려진 supplication은 한 당사자가 다른 당사자에게 자신이 탄원하는 당사자(예: ""제 목숨을 살려주세요."") 또는 다른 사람을 대신하여(예: ""제 아이의 목숨을 살려주세요."") 무언가를 제공해달라고 겸손하거나 진지하게 요청하는 기도의 형태입니다.(wiki)",Yes,"supplication'은 권력 있는 사람에게 도움이나 호의를 청하는 것의 일반적인 명사로, 'begging'이나 'pleading', 'petitioning'보다 광범위하게 사용할 수 있는 정확한 단어입니다"
"Consider this quote from Mark Twain: ""Familiarity breeds contempt - and children."" Does it mean having children is a bad thing? Could you explain what the children imply here?","I think you are confused because you see familiarity as containing the root word ""family"".""Word Choice: Familiar vs. Familial"" It explains that ""Familiar"" means ""Known from Experience"", whereas ""Familial"" is ""Relating to Family"", as mother, father, brother, sister, cousins, aunt, uncle, etc. ""Familiarity breeds contempt"" applies to the circumstance that becoming too emotionally close (familiar) to someone can breed bad feelings for each other. As for the Mark Twain quote, ""Familiarity breeds contempt - and children."" is a play on words, a joke; treating ""familiarity"", as if it was referring to family, and the word 'breed' as 'breeding children', rather than feelings. It could be seen as a friendly dig on children, or it could be seen as just a funny play on words.",no,Yes,"이 설명은 ""Familiarity breeds contempt - and children이라는 마크 트웨인의 인용구를 정확하게 해석하고 있습니다. Familiar""와 ""Familial""의 차이를 설명하고, ""Familiarity breeds contempt""의 의미를 명확하게 전달하면서 이 문장이 어떻게 말장난을 이용한 유머라는 것을 잘 설명하고 있습니다","마크 트웨인의 이 인용문을 생각해 보세요: ""친숙함은 경멸을 낳는다 - 그리고 아이들."" 이 말은 아이를 갖는 것이 나쁜 일이라는 뜻일까요? 여기서 아이들이 무엇을 의미하는지 설명해 주시겠어요?","저는 당신이 ""가족""이라는 단어와 관련된 ""친숙함""을 보고 혼란스러워한다고 생각합니다. ""단어 선택: 친숙한 vs. 가족 관계""에서는 ""친숙하다""는 ""경험으로 알려진""을 의미하고 ""가족 관계""는 ""어머니, 아버지, 형제자매, 사촌, 이모, 삼촌 등""을 의미한다고 설명합니다. ""친숙함은 경멸을 낳는다""는 누군가와 너무 감정적으로 가까워지면(친숙해지면) 서로에게 나쁜 감정을 불러일으킬 수 있는 상황에 적용됩니다. 마크 트웨인의 인용문 ""친숙함은 경멸을 낳는다 - 그리고 아이들""은 동음이의어를 활용한 말장난, 즉 농담입니다. 이를 가족을 가리키는 것처럼 취급하고, `낳다`를 감정이 아닌 아이를 낳는 것으로 해석할 수 있습니다. 이는 아이들을 향한 친근한 비난으로 볼 수도 있고, 그냥 재미있는 말장난으로 볼 수도 있습니다.",Yes,이 설명은 마크 트웨인의 인용문의 의도와 의미를 잘 해석하고 있습니다
"Possible Duplicate: ""Did it close"" vs ""Has it closed""? As a English non-native speaker it is difficult for me to understand when I must use present perfect or past simple because in my official language there isn't the present perfect tense. I know that present perfect is related to something that happened in the past but its result is important now. But for instance: The message has been sent. The message was sent. Please help me point me out any examples/contexts where I should use 1. instead of 2.","1 means that the action happened just now. You would typically see it in your e-mail program just after you send an e-mail. Your program might give you this message to let you know that the message you just sent has indeed been sent. 2 refers to something that happened at some time in the past. It could have been an hour ago, a day ago, or even a century ago! But it wasn't just now.",yes,Yes,The message has been sent'는 메시지가 방금 보내졌다는 의미로 쓰입니다 그러나 'The message was sent'는 과거 어느 시점에 보내졌다는 것을 의미합니다 따라서 시점의 차이에 따라 쓰이는 표현이 다르다는 설명은 맞습니다,"중복 가능성: ""Did it close""와 ""Has it closed""의 차이는 무엇인가요? 저는 모국어에 현재 완료 시제가 없어서 언제 현재 완료를 사용해야 하는지 이해하기 어렵습니다. 현재 완료는 과거에 일어난 일이지만 그 결과가 지금 중요하다는 것을 알고 있습니다. 예를 들어: 메시지가 전송되었습니다. 메시지가 전송되었습니다. 언제 2 대신 1을 사용해야 하는지 알려주세요.","1은 방금 전에 일어난 행동을 의미합니다. 이메일을 보낸 직후 이메일 프로그램에서 일반적으로 볼 수 있습니다. 이 프로그램은 방금 보낸 메시지가 실제로 전송되었음을 알려주기 위해 이러한 메시지를 제공할 수 있습니다. 2는 과거 언젠가 일어난 일을 나타냅니다. 한 시간 전, 하루 전, 심지어 백 년 전일 수도 있습니다! 하지만 방금 전은 아니었어요.",Yes,"""Did it close""와 ""Has it closed""는 서로 다른 시점에 사용됩니다"
